chinese,pinyinUtf8,pinyinNumber,bookKey,grade,gradeTerm,chapter,page,level(1-5)
号声,hào shēng,hao4 sheng1,沪教一年级第二学期,1,2,0,0,0
小号,xiǎo hào,xiao3 hao4,沪教一年级第二学期,1,2,0,0,0
吹号,chuī hào,chui1 hao4,沪教一年级第二学期,1,2,0,0,0
上升,shàng shēng,shang4 sheng1,沪教一年级第二学期,1,2,0,0,0
升级,shēng jí,sheng1 ji2,沪教一年级第二学期,1,2,0,0,0
开饭,kāi fàn,kai1 fan4,沪教一年级第二学期,1,2,0,0,0
吃饭,chī fàn,chi1 fan4,沪教一年级第二学期,1,2,0,0,0
小米饭,xiǎo mǐ fàn,xiao3 mi3 fan4,沪教一年级第二学期,1,2,0,0,0
一粒,yī lì,yi1 li4,沪教一年级第二学期,1,2,0,0,0
米粒,mǐ lì,mi3 li4,沪教一年级第二学期,1,2,0,0,0
颗粒,kē lì,ke1 li4,沪教一年级第二学期,1,2,0,0,0
农夫,nóng fū,nong2 fu1,沪教一年级第二学期,1,2,0,0,0
夫人,fū rén,fu1 ren2,沪教一年级第二学期,1,2,0,0,0
船夫,chuán fū,chuan2 fu1,沪教一年级第二学期,1,2,0,0,0
饥饿,jī è,ji1 e4,沪教一年级第二学期,1,2,0,0,0
死去,sǐ qù,si3 qu4,沪教一年级第二学期,1,2,0,0,0
生死,shēng sǐ,sheng1 si3,沪教一年级第二学期,1,2,0,0,0
盖章,gài zhāng,gai4 zhang1,沪教一年级第二学期,1,2,0,0,0
盖子,gài zi,gai4 zi,沪教一年级第二学期,1,2,0,0,0
气盖山河,qì gài shān hé,qi4 gai4 shan1 he2,沪教一年级第二学期,1,2,0,0,0
房子,fáng zi,fang2 zi,沪教一年级第二学期,1,2,0,0,0
房客,fáng kè,fang2 ke4,沪教一年级第二学期,1,2,0,0,0
书房,shū fáng,shu1 fang2,沪教一年级第二学期,1,2,0,0,0
桌子,zhuō zi,zhuo1 zi,沪教一年级第二学期,1,2,0,0,0
书桌,shū zhuō,shu1 zhuo1,沪教一年级第二学期,1,2,0,0,0
椅子,yǐ zi,yi3 zi,沪教一年级第二学期,1,2,0,0,0
长椅,cháng yǐ,chang2 yi3,沪教一年级第二学期,1,2,0,0,0
交谈,jiāo tán,jiao1 tan2,沪教一年级第二学期,1,2,0,0,0
谈话,tán huà,tan2 hua4,沪教一年级第二学期,1,2,0,0,0
谈心,tán xīn,tan2 xin1,沪教一年级第二学期,1,2,0,0,0
要求,yāo qiú,yao1 qiu2,沪教一年级第二学期,1,2,0,0,0
求学,qiú xué,qiu2 xue2,沪教一年级第二学期,1,2,0,0,0
求情,qiú qíng,qiu2 qing2,沪教一年级第二学期,1,2,0,0,0
力气,lì qì,li4 qi4,沪教一年级第二学期,1,2,0,0,0
用力,yòng lì,yong4 li4,沪教一年级第二学期,1,2,0,0,0
功力,gōng lì,gong1 li4,沪教一年级第二学期,1,2,0,0,0
手拉手,shǒu lā shǒu,shou3 la1 shou3,沪教一年级第二学期,1,2,0,0,0
拉开,lā kāi,la1 kai1,沪教一年级第二学期,1,2,0,0,0
拉车,lā chē,la1 che1,沪教一年级第二学期,1,2,0,0,0
一群,yī qún,yi1 qun2,沪教一年级第二学期,1,2,0,0,0
人群,rén qún,ren2 qun2,沪教一年级第二学期,1,2,0,0,0
羊群,yáng qún,yang2 qun2,沪教一年级第二学期,1,2,0,0,0
男女,nán nǚ,nan2 nv3,沪教一年级第二学期,1,2,0,0,0
男生,nán shēng,nan2 sheng1,沪教一年级第二学期,1,2,0,0,0
男方,nán fāng,nan2 fang1,沪教一年级第二学期,1,2,0,0,0
接受,jiē shòu,jie1 shou4,沪教一年级第二学期,1,2,0,0,0
接近,jiē jìn,jie1 jin4,沪教一年级第二学期,1,2,0,0,0
接见,jiē jiàn,jie1 jian4,沪教一年级第二学期,1,2,0,0,0
化学,huà xué,hua4 xue2,沪教一年级第二学期,1,2,0,0,0
文化,wén huà,wen2 hua4,沪教一年级第二学期,1,2,0,0,0
美化,měi huà,mei3 hua4,沪教一年级第二学期,1,2,0,0,0
漂亮,piào liàng,piao4 liang4,沪教一年级第二学期,1,2,0,0,0
帮手,bāng shǒu,bang1 shou3,沪教一年级第二学期,1,2,0,0,0
帮工,bāng gōng,bang1 gong1,沪教一年级第二学期,1,2,0,0,0
帮忙,bāng máng,bang1 mang2,沪教一年级第二学期,1,2,0,0,0
窗口,chuāng kǒu,chuang1 kou3,沪教一年级第二学期,1,2,0,0,0
窗门,chuāng mén,chuang1 men2,沪教一年级第二学期,1,2,0,0,0
开窗,kāi chuāng,kai1 chuang1,沪教一年级第二学期,1,2,0,0,0
窗户,chuāng hù,chuang1 hu4,沪教一年级第二学期,1,2,0,0,0
户口,hù kǒu,hu4 kou3,沪教一年级第二学期,1,2,0,0,0
千家万户,qiān jiā wàn hù,qian1 jia1 wan4 hu4,沪教一年级第二学期,1,2,0,0,0
从来,cóng lái,cong2 lai2,沪教一年级第二学期,1,2,0,0,0
从前,cóng qián,cong2 qian2,沪教一年级第二学期,1,2,0,0,0
跟从,gēn cóng,gen1 cong2,沪教一年级第二学期,1,2,0,0,0
细密,xì mì,xi4 mi4,沪教一年级第二学期,1,2,0,0,0
亲密,qīn mì,qin1 mi4,沪教一年级第二学期,1,2,0,0,0
乌云密布,wū yún mì bù,wu1 yun2 mi4 bu4,沪教一年级第二学期,1,2,0,0,0
分布,fēn bù,fen1 bu4,沪教一年级第二学期,1,2,0,0,0
散布,sàn bù,san4 bu4,沪教一年级第二学期,1,2,0,0,0
布景,bù jǐng,bu4 jing3,沪教一年级第二学期,1,2,0,0,0
亭子,tíng zi,ting2 zi,沪教一年级第二学期,1,2,0,0,0
书亭,shū tíng,shu1 ting2,沪教一年级第二学期,1,2,0,0,0
玉米,yù mǐ,yu4 mi3,沪教一年级第二学期,1,2,0,0,0
玉石,yù shí,yu4 shi2,沪教一年级第二学期,1,2,0,0,0
亭亭玉立,tíng tíng yù lì,ting2 ting2 yu4 li4,沪教一年级第二学期,1,2,0,0,0
一滴水,yī dī shuǐ,yi1 di1 shui3,沪教一年级第二学期,1,2,0,0,0
一滴油,yī dī yóu,yi1 di1 you2,沪教一年级第二学期,1,2,0,0,0
滴答,dī dá,di1 da2,沪教一年级第二学期,1,2,0,0,0
晶莹,jīng yíng,jing1 ying2,沪教一年级第二学期,1,2,0,0,0
滚动,gǔn dòng,gun3 dong4,沪教一年级第二学期,1,2,0,0,0
滚来滚去,gǔn lái gǔn qù,gun3 lai2 gun3 qu4,沪教一年级第二学期,1,2,0,0,0
卖力,mài lì,mai4 li4,沪教一年级第二学期,1,2,0,0,0
买卖,mǎi mài,mai3 mai4,沪教一年级第二学期,1,2,0,0,0
叫卖声,jiào mài shēng,jiao4 mai4 sheng1,沪教一年级第二学期,1,2,0,0,0
布店,bù diàn,bu4 dian4,沪教一年级第二学期,1,2,0,0,0
书店,shū diàn,shu1 dian4,沪教一年级第二学期,1,2,0,0,0
店面,diàn miàn,dian4 mian4,沪教一年级第二学期,1,2,0,0,0
反而,fǎn ér,fan3 er2,沪教一年级第二学期,1,2,0,0,0
而是,ér shì,er2 shi4,沪教一年级第二学期,1,2,0,0,0
然而,rán ér,ran2 er2,沪教一年级第二学期,1,2,0,0,0
沉下去,chén xià qù,chen2 xia4 qu4,沪教一年级第二学期,1,2,0,0,0
昏沉沉,hūn chén chén,hun1 chen2 chen2,沪教一年级第二学期,1,2,0,0,0
石沉大海,shí chén dà hǎi,shi2 chen2 da4 hai3,沪教一年级第二学期,1,2,0,0,0
救人,jiù rén,jiu4 ren2,沪教一年级第二学期,1,2,0,0,0
求救,qiú jiù,qiu2 jiu4,沪教一年级第二学期,1,2,0,0,0
救火,jiù huǒ,jiu4 huo3,沪教一年级第二学期,1,2,0,0,0
救命,jiù mìng,jiu4 ming4,沪教一年级第二学期,1,2,0,0,0
生命,shēng mìng,sheng1 ming4,沪教一年级第二学期,1,2,0,0,0
命令,mìng lìng,ming4 ling4,沪教一年级第二学期,1,2,0,0,0
失去,shī qù,shi1 qu4,沪教一年级第二学期,1,2,0,0,0
丢失,diū shī,diu1 shi1,沪教一年级第二学期,1,2,0,0,0
走失,zǒu shī,zou3 shi1,沪教一年级第二学期,1,2,0,0,0
珍宝,zhēn bǎo,zhen1 bao3,沪教一年级第二学期,1,2,0,0,0
珍爱,zhēn ài,zhen1 ai4,沪教一年级第二学期,1,2,0,0,0
珍贵,zhēn guì,zhen1 gui4,沪教一年级第二学期,1,2,0,0,0
宝贵,bǎo guì,bao3 gui4,沪教一年级第二学期,1,2,0,0,0
贵重,guì zhòng,gui4 zhong4,沪教一年级第二学期,1,2,0,0,0
皮匠,pí jiàng,pi2 jiang4,沪教一年级第二学期,1,2,0,0,0
工匠,gōng jiàng,gong1 jiang4,沪教一年级第二学期,1,2,0,0,0
木匠,mù jiàng,mu4 jiang4,沪教一年级第二学期,1,2,0,0,0
士气,shì qì,shi4 qi4,沪教一年级第二学期,1,2,0,0,0
女士,nǚ shì,nv3 shi4,沪教一年级第二学期,1,2,0,0,0
战士,zhàn shì,zhan4 shi4,沪教一年级第二学期,1,2,0,0,0
士兵,shì bīng,shi4 bing1,沪教一年级第二学期,1,2,0,0,0
兵马,bīng mǎ,bing1 ma3,沪教一年级第二学期,1,2,0,0,0
兵书,bīng shū,bing1 shu1,沪教一年级第二学期,1,2,0,0,0
打击,dǎ jī,da3 ji1,沪教一年级第二学期,1,2,0,0,0
追击,zhuī jī,zhui1 ji1,沪教一年级第二学期,1,2,0,0,0
击退,jī tuì,ji1 tui4,沪教一年级第二学期,1,2,0,0,0
挡风,dǎng fēng,dang3 feng1,沪教一年级第二学期,1,2,0,0,0
挡路,dǎng lù,dang3 lu4,沪教一年级第二学期,1,2,0,0,0
挡车,dǎng chē,dang3 che1,沪教一年级第二学期,1,2,0,0,0
备课,bèi kè,bei4 ke4,沪教一年级第二学期,1,2,0,0,0
备用,bèi yòng,bei4 yong4,沪教一年级第二学期,1,2,0,0,0
有备而来,yǒu bèi ér lái,you3 bei4 er2 lai2,沪教一年级第二学期,1,2,0,0,0
一支,yī zhī,yi1 zhi1,沪教一年级第二学期,1,2,0,0,0
支流,zhī liú,zhi1 liu2,沪教一年级第二学期,1,2,0,0,0
支部,zhī bù,zhi1 bu4,沪教一年级第二学期,1,2,0,0,0
军队,jūn duì,jun1 dui4,沪教一年级第二学期,1,2,0,0,0
军人,jūn rén,jun1 ren2,沪教一年级第二学期,1,2,0,0,0
军号,jūn hào,jun1 hao4,沪教一年级第二学期,1,2,0,0,0
渔船,yú chuán,yu2 chuan2,沪教一年级第二学期,1,2,0,0,0
渔父,yú fǔ,yu2 fu3,沪教一年级第二学期,1,2,0,0,0
渔民,yú mín,yu2 min2,沪教一年级第二学期,1,2,0,0,0
学者,xué zhě,xue2 zhe3,沪教一年级第二学期,1,2,0,0,0
作者,zuò zhě,zuo4 zhe3,沪教一年级第二学期,1,2,0,0,0
记者,jì zhě,ji4 zhe3,沪教一年级第二学期,1,2,0,0,0
但是,dàn shì,dan4 shi4,沪教一年级第二学期,1,2,0,0,0
但愿,dàn yuàn,dan4 yuan4,沪教一年级第二学期,1,2,0,0,0
不但,bù dàn,bu4 dan4,沪教一年级第二学期,1,2,0,0,0
国君,guó jūn,guo2 jun1,沪教一年级第二学期,1,2,0,0,0
君子兰,jūn zǐ lán,jun1 zi3 lan2,沪教一年级第二学期,1,2,0,0,0
不久,bù jiǔ,bu4 jiu3,沪教一年级第二学期,1,2,0,0,0
永久,yǒng jiǔ,yong3 jiu3,沪教一年级第二学期,1,2,0,0,0
久远,jiǔ yuǎn,jiu3 yuan3,沪教一年级第二学期,1,2,0,0,0
抓住,zhuā zhù,zhua1 zhu4,沪教一年级第二学期,1,2,0,0,0
抓牢,zhuā láo,zhua1 lao2,沪教一年级第二学期,1,2,0,0,0
抓坏人,zhuā huài rén,zhua1 huai4 ren2,沪教一年级第二学期,1,2,0,0,0
曲折,qū zhé,qu1 zhe2,沪教一年级第二学期,1,2,0,0,0
打折,dǎ zhé,da3 zhe2,沪教一年级第二学期,1,2,0,0,0
不折不扣,bù zhé bù kòu,bu4 zhe2 bu4 kou4,沪教一年级第二学期,1,2,0,0,0
根本,gēn běn,gen1 ben3,沪教一年级第二学期,1,2,0,0,0
树根,shù gēn,shu4 gen1,沪教一年级第二学期,1,2,0,0,0
草根,cǎo gēn,cao3 gen1,沪教一年级第二学期,1,2,0,0,0
得胜,dé shèng,de2 sheng4,沪教一年级第二学期,1,2,0,0,0
好胜,hào shèng,hao4 sheng4,沪教一年级第二学期,1,2,0,0,0
以少胜多,yǐ shǎo shèng duō,yi3 shao3 sheng4 duo1,沪教一年级第二学期,1,2,0,0,0
时间,shí jiān,shi2 jian1,沪教一年级第二学期,1,2,0,0,0
房间,fáng jiān,fang2 jian1,沪教一年级第二学期,1,2,0,0,0
民间,mín jiān,min2 jian1,沪教一年级第二学期,1,2,0,0,0
门牙,mén yá,men2 ya2,沪教一年级第二学期,1,2,0,0,0
牙齿,yá chǐ,ya2 chi3,沪教一年级第二学期,1,2,0,0,0
牙牙学语,yá yá xué yǔ,ya2 ya2 xue2 yu3,沪教一年级第二学期,1,2,0,0,0
许多,xǔ duō,xu3 duo1,沪教一年级第二学期,1,2,0,0,0
许久,xǔ jiǔ,xu3 jiu3,沪教一年级第二学期,1,2,0,0,0
也许,yě xǔ,ye3 xu3,沪教一年级第二学期,1,2,0,0,0
洪水,hóng shuǐ,hong2 shui3,沪教一年级第二学期,1,2,0,0,0
洪亮,hóng liàng,hong2 liang4,沪教一年级第二学期,1,2,0,0,0
制造,zhì zào,zhi4 zao4,沪教一年级第二学期,1,2,0,0,0
制作,zhì zuò,zhi4 zuo4,沪教一年级第二学期,1,2,0,0,0
出奇制胜,chū qí zhì shèng,chu1 qi2 zhi4 sheng4,沪教一年级第二学期,1,2,0,0,0
治水,zhì shuǐ,zhi4 shui3,沪教一年级第二学期,1,2,0,0,0
治理,zhì lǐ,zhi4 li3,沪教一年级第二学期,1,2,0,0,0
治病救人,zhì bìng jiù rén,zhi4 bing4 jiu4 ren2,沪教一年级第二学期,1,2,0,0,0
严重,yán zhòng,yan2 zhong4,沪教一年级第二学期,1,2,0,0,0
严密,yán mì,yan2 mi4,沪教一年级第二学期,1,2,0,0,0
紧张,jǐn zhāng,jin3 zhang1,沪教一年级第二学期,1,2,0,0,0
紧急,jǐn jí,jin3 ji2,沪教一年级第二学期,1,2,0,0,0
松紧,sōng jǐn,song1 jin3,沪教一年级第二学期,1,2,0,0,0
因为,yīn wèi,yin1 wei4,沪教一年级第二学期,1,2,0,0,0
原因,yuán yīn,yuan2 yin1,沪教一年级第二学期,1,2,0,0,0
因而,yīn ér,yin1 er2,沪教一年级第二学期,1,2,0,0,0
事情,shì qíng,shi4 qing2,沪教一年级第二学期,1,2,0,0,0
事先,shì xiān,shi4 xian1,沪教一年级第二学期,1,2,0,0,0
国家大事,guó jiā dà shì,guo2 jia1 da4 shi4,沪教一年级第二学期,1,2,0,0,0
劲头,jìn tóu,jin4 tou2,沪教一年级第二学期,1,2,0,0,0
用劲,yòng jìn,yong4 jin4,沪教一年级第二学期,1,2,0,0,0
使劲,shǐ jìn,shi3 jin4,沪教一年级第二学期,1,2,0,0,0
终于,zhōng yú,zhong1 yu2,沪教一年级第二学期,1,2,0,0,0
终点,zhōng diǎn,zhong1 dian3,沪教一年级第二学期,1,2,0,0,0
终年,zhōng nián,zhong1 nian2,沪教一年级第二学期,1,2,0,0,0
我与你,wǒ yǔ nǐ,wo3 yu3 ni3,沪教一年级第二学期,1,2,0,0,0
白猫,bái māo,bai2 mao1,沪教一年级第二学期,1,2,0,0,0
猫眼,māo yǎn,mao1 yan3,沪教一年级第二学期,1,2,0,0,0
叼走,diāo zǒu,diao1 zou3,沪教一年级第二学期,1,2,0,0,0
叼去,diāo qù,diao1 qu4,沪教一年级第二学期,1,2,0,0,0
害怕,hài pà,hai4 pa4,沪教一年级第二学期,1,2,0,0,0
怕事,pà shì,pa4 shi4,沪教一年级第二学期,1,2,0,0,0
可怕,kě pà,ke3 pa4,沪教一年级第二学期,1,2,0,0,0
英国,yīng guó,ying1 guo2,沪教一年级第二学期,1,2,0,0,0
英明,yīng míng,ying1 ming2,沪教一年级第二学期,1,2,0,0,0
英才,yīng cái,ying1 cai2,沪教一年级第二学期,1,2,0,0,0
一位,yī wèi,yi1 wei4,沪教一年级第二学期,1,2,0,0,0
位于,wèi yú,wei4 yu2,沪教一年级第二学期,1,2,0,0,0
各就各位,gè jiù gè wèi,ge4 jiu4 ge4 wei4,沪教一年级第二学期,1,2,0,0,0
科学,kē xué,ke1 xue2,沪教一年级第二学期,1,2,0,0,0
学科,xué kē,xue2 ke1,沪教一年级第二学期,1,2,0,0,0
科目,kē mù,ke1 mu4,沪教一年级第二学期,1,2,0,0,0
半夜,bàn yè,ban4 ye4,沪教一年级第二学期,1,2,0,0,0
一半,yī bàn,yi1 ban4,沪教一年级第二学期,1,2,0,0,0
半明半暗,bàn míng bàn àn,ban4 ming2 ban4 an4,沪教一年级第二学期,1,2,0,0,0
祖母,zǔ mǔ,zu3 mu3,沪教一年级第二学期,1,2,0,0,0
祖国,zǔ guó,zu3 guo2,沪教一年级第二学期,1,2,0,0,0
祖先,zǔ xiān,zu3 xian1,沪教一年级第二学期,1,2,0,0,0
奶妈,nǎi mā,nai3 ma1,沪教一年级第二学期,1,2,0,0,0
牛奶,niú nǎi,niu2 nai3,沪教一年级第二学期,1,2,0,0,0
一定,yí dìng,yi2 ding4,沪教一年级第二学期,1,2,0,0,0
安定,ān dìng,an1 ding4,沪教一年级第二学期,1,2,0,0,0
定点,dìng diǎn,ding4 dian3,沪教一年级第二学期,1,2,0,0,0
推动,tuī dòng,tui1 dong4,沪教一年级第二学期,1,2,0,0,0
推开,tuī kāi,tui1 kai1,沪教一年级第二学期,1,2,0,0,0
推车,tuī chē,tui1 che1,沪教一年级第二学期,1,2,0,0,0
院子,yuàn zi,yuan4 zi,沪教一年级第二学期,1,2,0,0,0
住院,zhù yuàn,zhu4 yuan4,沪教一年级第二学期,1,2,0,0,0
科学院,kē xué yuàn,ke1 xue2 yuan4,沪教一年级第二学期,1,2,0,0,0
乱动,luàn dòng,luan4 dong4,沪教一年级第二学期,1,2,0,0,0
打乱,dǎ luàn,da3 luan4,沪教一年级第二学期,1,2,0,0,0
总是,zǒng shì,zong3 shi4,沪教一年级第二学期,1,2,0,0,0
总要,zǒng yào,zong3 yao4,沪教一年级第二学期,1,2,0,0,0
总体,zǒng tǐ,zong3 ti3,沪教一年级第二学期,1,2,0,0,0
组成,zǔ chéng,zu3 cheng2,沪教一年级第二学期,1,2,0,0,0
小组,xiǎo zǔ,xiao3 zu3,沪教一年级第二学期,1,2,0,0,0
分组,fēn zǔ,fen1 zu3,沪教一年级第二学期,1,2,0,0,0
指出,zhǐ chū,zhi3 chu1,沪教一年级第二学期,1,2,0,0,0
手指,shǒu zhǐ,shou3 zhi3,沪教一年级第二学期,1,2,0,0,0
指挥,zhǐ huī,zhi3 hui1,沪教一年级第二学期,1,2,0,0,0
北斗星,běi dǒu xīng,bei3 dou3 xing1,沪教一年级第二学期,1,2,0,0,0
清楚,qīng chǔ,qing1 chu3,沪教一年级第二学期,1,2,0,0,0
苦楚,kǔ chǔ,ku3 chu3,沪教一年级第二学期,1,2,0,0,0
一清二楚,yī qīng èr chǔ,yi1 qing1 er4 chu3,沪教一年级第二学期,1,2,0,0,0
题目,tí mù,ti2 mu4,沪教一年级第二学期,1,2,0,0,0
问题,wèn tí,wen4 ti2,沪教一年级第二学期,1,2,0,0,0
命题,mìng tí,ming4 ti2,沪教一年级第二学期,1,2,0,0,0
提问,tí wèn,ti2 wen4,沪教一年级第二学期,1,2,0,0,0
提水,tí shuǐ,ti2 shui3,沪教一年级第二学期,1,2,0,0,0
提高,tí gāo,ti2 gao1,沪教一年级第二学期,1,2,0,0,0
挺立,tǐng lì,ting3 li4,沪教一年级第二学期,1,2,0,0,0
挺身,tǐng shēn,ting3 shen1,沪教一年级第二学期,1,2,0,0,0
挺一挺,tǐng yī tǐng,ting3 yi1 ting3,沪教一年级第二学期,1,2,0,0,0
叔叔,shū shū,shu1 shu1,沪教一年级第二学期,1,2,0,0,0
叔公,shū gōng,shu1 gong1,沪教一年级第二学期,1,2,0,0,0
表叔,biǎo shū,biao3 shu1,沪教一年级第二学期,1,2,0,0,0
错误,cuò wù,cuo4 wu4,沪教一年级第二学期,1,2,0,0,0
误会,wù huì,wu4 hui4,沪教一年级第二学期,1,2,0,0,0
误人子弟,wù rén zǐ dì,wu4 ren2 zi3 di4,沪教一年级第二学期,1,2,0,0,0
笑哈哈,xiào hā hā,xiao4 ha1 ha1,沪教一年级第二学期,1,2,0,0,0
居民,jū mín,ju1 min2,沪教一年级第二学期,1,2,0,0,0
居住,jū zhù,ju1 zhu4,沪教一年级第二学期,1,2,0,0,0
居所,jū suǒ,ju1 suo3,沪教一年级第二学期,1,2,0,0,0
诗人,shī rén,shi1 ren2,沪教一年级第二学期,1,2,0,0,0
古诗,gǔ shī,gu3 shi1,沪教一年级第二学期,1,2,0,0,0
诗情画意,shī qíng huà yì,shi1 qing2 hua4 yi4,沪教一年级第二学期,1,2,0,0,0
煮饭,zhǔ fàn,zhu3 fan4,沪教一年级第二学期,1,2,0,0,0
煎鱼,jiān yú,jian1 yu2,沪教一年级第二学期,1,2,0,0,0
煎饼,jiān bǐng,jian1 bing3,沪教一年级第二学期,1,2,0,0,0
何必,hé bì,he2 bi4,沪教一年级第二学期,1,2,0,0,0
如何,rú hé,ru2 he2,沪教一年级第二学期,1,2,0,0,0
从何而来,cóng hé ér lái,cong2 he2 er2 lai2,沪教一年级第二学期,1,2,0,0,0
止步,zhǐ bù,zhi3 bu4,沪教一年级第二学期,1,2,0,0,0
中止,zhōng zhǐ,zhong1 zhi3,沪教一年级第二学期,1,2,0,0,0
不止一次,bù zhǐ yí cì,bu4 zhi3 yi2 ci4,沪教一年级第二学期,1,2,0,0,0
口渴,kǒu kě,kou3 ke3,沪教一年级第二学期,1,2,0,0,0
渴望,kě wàng,ke3 wang4,沪教一年级第二学期,1,2,0,0,0
望梅止渴,wàng méi zhǐ kě,wang4 mei2 zhi3 ke3,沪教一年级第二学期,1,2,0,0,0
日期,rì qī,ri4 qi1,沪教一年级第二学期,1,2,0,0,0
期望,qī wàng,qi1 wang4,沪教一年级第二学期,1,2,0,0,0
星期天,xīng qī tiān,xing1 qi1 tian1,沪教一年级第二学期,1,2,0,0,0
忽然,hū rán,hu1 ran2,沪教一年级第二学期,1,2,0,0,0
忽闪忽闪,hū shǎn hū shǎn,hu1 shan3 hu1 shan3,沪教一年级第二学期,1,2,0,0,0
灵活,líng huó,ling2 huo2,沪教一年级第二学期,1,2,0,0,0
机灵,jī líng,ji1 ling2,沪教一年级第二学期,1,2,0,0,0
心灵手巧,xīn líng shǒu qiǎo,xin1 ling2 shou3 qiao3,沪教一年级第二学期,1,2,0,0,0
朝前走,cháo qián zǒu,chao2 qian2 zou3,沪教一年级第二学期,1,2,0,0,0
朝北,cháo běi,chao2 bei3,沪教一年级第二学期,1,2,0,0,0
精力,jīng lì,jing1 li4,沪教一年级第二学期,1,2,0,0,0
精美,jīng měi,jing1 mei3,沪教一年级第二学期,1,2,0,0,0
精密,jīng mì,jing1 mi4,沪教一年级第二学期,1,2,0,0,0
精神,jīng shén,jing1 shen2,沪教一年级第二学期,1,2,0,0,0
神气,shén qì,shen2 qi4,沪教一年级第二学期,1,2,0,0,0
神话,shén huà,shen2 hua4,沪教一年级第二学期,1,2,0,0,0
赶快,gǎn kuài,gan3 kuai4,沪教一年级第二学期,1,2,0,0,0
赶紧,gǎn jǐn,gan3 jin3,沪教一年级第二学期,1,2,0,0,0
你追我赶,nǐ zhuī wǒ gǎn,ni3 zhui1 wo3 gan3,沪教一年级第二学期,1,2,0,0,0
兰花,lán huā,lan2 hua1,沪教一年级第二学期,1,2,0,0,0
兰草,lán cǎo,lan2 cao3,沪教一年级第二学期,1,2,0,0,0
白玉兰,bái yù lán,bai2 yu4 lan2,沪教一年级第二学期,1,2,0,0,0
古代,gǔ dài,gu3 dai4,沪教一年级第二学期,1,2,0,0,0
朝代,cháo dài,chao2 dai4,沪教一年级第二学期,1,2,0,0,0
代父从军,dài fù cóng jūn,dai4 fu4 cong2 jun1,沪教一年级第二学期,1,2,0,0,0
毛巾,máo jīn,mao2 jin1,沪教一年级第二学期,1,2,0,0,0
头巾,tóu jīn,tou2 jin1,沪教一年级第二学期,1,2,0,0,0
手巾,shǒu jīn,shou3 jin1,沪教一年级第二学期,1,2,0,0,0
经常,jīng cháng,jing1 chang2,沪教一年级第二学期,1,2,0,0,0
常常,cháng cháng,chang2 chang2,沪教一年级第二学期,1,2,0,0,0
时常,shí cháng,shi2 chang2,沪教一年级第二学期,1,2,0,0,0
战斗,zhàn dòu,zhan4 dou4,沪教一年级第二学期,1,2,0,0,0
战火,zhàn huǒ,zhan4 huo3,沪教一年级第二学期,1,2,0,0,0
打扮,dǎ bàn,da3 ban4,沪教一年级第二学期,1,2,0,0,0
扮戏,bàn xì,ban4 xi4,沪教一年级第二学期,1,2,0,0,0
时装,shí zhuāng,shi2 zhuang1,沪教一年级第二学期,1,2,0,0,0
服装,fú zhuāng,fu2 zhuang1,沪教一年级第二学期,1,2,0,0,0
女扮男装,nǚ bàn nán zhuāng,nv3 ban4 nan2 zhuang1,沪教一年级第二学期,1,2,0,0,0
善于,shàn yú,shan4 yu2,沪教一年级第二学期,1,2,0,0,0
和善,hé shàn,he2 shan4,沪教一年级第二学期,1,2,0,0,0
友善,yǒu shàn,you3 shan4,沪教一年级第二学期,1,2,0,0,0
责问,zé wèn,ze2 wen4,沪教一年级第二学期,1,2,0,0,0
人人有责,rén rén yǒu zé,ren2 ren2 you3 ze2,沪教一年级第二学期,1,2,0,0,0
责任,zé rèn,ze2 ren4,沪教一年级第二学期,1,2,0,0,0
任命,rèn mìng,ren4 ming4,沪教一年级第二学期,1,2,0,0,0
重任在身,zhòng rèn zài shēn,zhong4 ren4 zai4 shen1,沪教一年级第二学期,1,2,0,0,0
巧手,qiǎo shǒu,qiao3 shou3,沪教一年级第二学期,1,2,0,0,0
灵巧,líng qiǎo,ling2 qiao3,沪教一年级第二学期,1,2,0,0,0
能工巧匠,néng gōng qiǎo jiàng,neng2 gong1 qiao3 jiang4,沪教一年级第二学期,1,2,0,0,0
洗手,xǐ shǒu,xi3 shou3,沪教一年级第二学期,1,2,0,0,0
洗衣,xǐ yī,xi3 yi1,沪教一年级第二学期,1,2,0,0,0
清洗,qīng xǐ,qing1 xi3,沪教一年级第二学期,1,2,0,0,0
负责,fù zé,fu4 ze2,沪教一年级第二学期,1,2,0,0,0
负担,fù dān,fu4 dan1,沪教一年级第二学期,1,2,0,0,0
负气,fù qì,fu4 qi4,沪教一年级第二学期,1,2,0,0,0
必要,bì yào,bi4 yao4,沪教一年级第二学期,1,2,0,0,0
必定,bì dìng,bi4 ding4,沪教一年级第二学期,1,2,0,0,0
想必,xiǎng bì,xiang3 bi4,沪教一年级第二学期,1,2,0,0,0
必须,bì xū,bi4 xu1,沪教一年级第二学期,1,2,0,0,0
须知,xū zhī,xu1 zhi1,沪教一年级第二学期,1,2,0,0,0
胡须,hú xū,hu2 xu1,沪教一年级第二学期,1,2,0,0,0
作息,zuò xī,zuo4 xi1,沪教一年级第二学期,1,2,0,0,0
出息,chū xī,chu1 xi1,沪教一年级第二学期,1,2,0,0,0
信息,xìn xī,xin4 xi1,沪教一年级第二学期,1,2,0,0,0
回忆,huí yì,hui2 yi4,沪教一年级第二学期,1,2,0,0,0
